X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2,Y3
0.71,710.5,269.5,220.5,3.5,3,0.1,,0,13.77,Efficient
0.71,710.5,269.5,220.5,3.5,4,0.1,,0,14.3,Efficient
0.71,710.5,269.5,220.5,3.5,5,0.1,3,0,13.87,Efficient
0.69,735,294,220.5,3.5,2,0.1,3,0,14.44,Efficient
0.69,735,294,220.5,3.5,3,0.1,3,0,14.27,Efficient
0.69,735,294,220.5,3.5,4,0.1,3,0,14.67,Efficient
0.69,735,294,220.5,3.5,5,0.1,3,0,14.4,Efficient
0.66,759.5,318.5,220.5,3.5,2,0.1,,0,13.46,Efficient
0.66,759.5,318.5,220.5,3.5,3,0.1,,0,13.7,Efficient
0.66,759.5,318.5,220.5,3.5,4,0.1,,0,13.59,Efficient
0.66,759.5,318.5,220.5,3.5,5,0.1,3,0,13.83,Efficient
0.64,784,343,220.5,3.5,2,0.1,3,0,19.14,Efficient
0.64,784,343,220.5,3.5,3,0.1,,0,19.18,Efficient
0.64,784,343,220.5,3.5,4,0.1,3,0,19.37,Efficient
0.64,784,343,220.5,3.5,5,0.1,3,0,19.29,Efficient
0.62,808.5,367.5,220.5,3.5,2,0.1,3,0,14.09,Efficient
0.62,808.5,367.5,220.5,3.5,3,0.1,,0,14.23,Efficient
0.62,808.5,367.5,220.5,3.5,4,0.1,3,0,14.14,Efficient
0.62,808.5,367.5,220.5,3.5,5,0.1,3,0,13.89,Efficient
0.98,514.5,294,110.25,7,2,0.1,4,1,25.91,Inefficient
0.98,514.5,294,110.25,7,3,0.1,4,1,25.72,Inefficient
0.98,514.5,294,110.25,7,4,0.1,,1,26.18,Inefficient
0.98,514.5,294,110.25,7,5,0.1,,1,25.87,Inefficient
0.9,563.5,318.5,122.5,7,2,0.1,,1,29.34,Inefficient
0.9,563.5,318.5,122.5,7,3,0.1,,1,33.91,Inefficient
0.9,563.5,318.5,122.5,7,4,0.1,,1,32.83,Inefficient
0.9,563.5,318.5,122.5,7,5,0.1,,1,29.92,Inefficient
0.86,588,294,147,7,2,0.1,,1,27.17,Inefficient
0.86,588,294,147,7,3,0.1,,1,31.76,Inefficient
0.86,588,294,147,7,4,0.1,,1,31.06,Inefficient
0.86,588,294,147,7,5,0.1,,1,25.81,Inefficient
0.82,612.5,318.5,147,7,2,0.1,4,1,24.61,Inefficient
0.82,612.5,318.5,147,7,3,0.1,4,1,28.61,Inefficient
0.82,612.5,318.5,147,7,4,0.1,,1,27.57,Inefficient
0.82,612.5,318.5,147,7,5,0.1,,1,25.16,Inefficient
0.79,637,343,147,7,2,0.1,,1,34.25,Inefficient
0.79,637,343,147,7,3,0.1,,1,43.3,Inefficient
0.79,637,343,147,7,4,0.1,,1,41.86,Inefficient
0.79,637,343,147,7,5,0.1,4,1,35.29,Inefficient
0.76,661.5,416.5,122.5,7,2,0.1,4,1,34.11,Inefficient
0.76,661.5,416.5,122.5,7,3,0.1,,1,33.62,Inefficient
0.76,661.5,416.5,122.5,7,4,0.1,,1,33.89,Inefficient
0.76,661.5,416.5,122.5,7,5,0.1,,1,34.05,Inefficient
0.74,686,245,220.5,3.5,2,0.1,,0,13.2,Efficient
0.74,686,245,220.5,3.5,3,0.1,,0,13.36,Efficient
0.74,686,245,220.5,3.5,4,0.1,,0,13.21,Efficient
0.74,686,245,220.5,3.5,5,0.1,,0,13.53,Efficient
0.71,710.5,269.5,220.5,3.5,2,0.1,,0,13.67,Efficient
0.71,710.5,269.5,220.5,3.5,3,0.1,,0,14.12,Efficient
0.71,710.5,269.5,220.5,3.5,4,0.1,,0,13.79,Efficient
0.71,710.5,269.5,220.5,3.5,5,0.1,,0,14.2,Efficient
0.69,735,294,220.5,3.5,2,0.1,,0,14.29,Efficient
0.69,735,294,220.5,3.5,3,0.1,,0,14.49,Efficient
0.69,735,294,220.5,3.5,4,0.1,4,0,14.42,Efficient
0.69,735,294,220.5,3.5,5,0.1,4,0,14.73,Efficient
0.66,759.5,318.5,220.5,3.5,2,0.1,4,0,14.86,Efficient
0.66,759.5,318.5,220.5,3.5,3,0.1,,0,14.67,Efficient
0.66,759.5,318.5,220.5,3.5,4,0.1,4,0,15,Efficient
0.66,759.5,318.5,220.5,3.5,5,0.1,,0,14.83,Efficient
0.64,784,343,220.5,3.5,2,0.1,,0,19.24,Efficient
0.64,784,343,220.5,3.5,3,0.1,,0,19.25,Efficient
0.64,784,343,220.5,3.5,4,0.1,,0,19.42,Efficient
0.64,784,343,220.5,3.5,5,0.1,,0,19.48,Efficient
0.62,808.5,367.5,220.5,3.5,2,0.1,4,0,14.37,Efficient
0.62,808.5,367.5,220.5,3.5,3,0.1,4,0,14.34,Efficient
0.62,808.5,367.5,220.5,3.5,4,0.1,4,0,14.28,Efficient
0.62,808.5,367.5,220.5,3.5,5,0.1,,0,14.47,Efficient
0.98,514.5,294,110.25,7,2,0.1,,1,25.64,Inefficient
0.98,514.5,294,110.25,7,3,0.1,,1,25.98,Inefficient
0.98,514.5,294,110.25,7,4,0.1,,1,25.88,Inefficient
0.98,514.5,294,110.25,7,5,0.1,,1,26.18,Inefficient
0.9,563.5,318.5,122.5,7,2,0.1,,1,29.82,Inefficient
0.9,563.5,318.5,122.5,7,3,0.1,,1,29.52,Inefficient
0.9,563.5,318.5,122.5,7,4,0.1,,1,34.45,Inefficient
0.9,563.5,318.5,122.5,7,5,0.1,,1,33.01,Inefficient
0.86,588,294,147,7,2,0.1,,1,25.82,Inefficient
0.86,588,294,147,7,3,0.1,,1,27.33,Inefficient
0.86,588,294,147,7,4,0.1,,1,32.04,Inefficient
0.86,588,294,147,7,5,0.1,,1,31.28,Inefficient
0.82,612.5,318.5,147,7,2,0.1,,1,25.11,Inefficient
0.82,612.5,318.5,147,7,3,0.1,,1,24.77,Inefficient
0.82,612.5,318.5,147,7,4,0.1,,1,28.88,Inefficient
0.82,612.5,318.5,147,7,5,0.1,5,1,27.69,Inefficient
0.79,637,343,147,7,2,0.1,,1,34.99,Inefficient
0.79,637,343,147,7,3,0.1,5,1,34.18,Inefficient
0.79,637,343,147,7,4,0.1,5,1,43.14,Inefficient
0.79,637,343,147,7,5,0.1,5,1,41.26,Inefficient
0.76,661.5,416.5,122.5,7,2,0.1,5,1,34.25,Inefficient
0.76,661.5,416.5,122.5,7,3,0.1,,1,34.35,Inefficient
0.76,661.5,416.5,122.5,7,4,0.1,,1,33.64,Inefficient
0.76,661.5,416.5,122.5,7,5,0.1,,1,33.88,Inefficient
0.74,686,245,220.5,3.5,2,0.1,,0,13.65,Efficient
0.74,686,245,220.5,3.5,3,0.1,,0,13.44,Efficient
0.74,686,245,220.5,3.5,4,0.1,,0,13.72,Efficient
0.74,686,245,220.5,3.5,5,0.1,,0,13.5,Efficient
0.71,710.5,269.5,220.5,3.5,2,0.1,,0,14.18,Efficient
0.71,710.5,269.5,220.5,3.5,3,0.1,,0,13.75,Efficient
0.71,710.5,269.5,220.5,3.5,4,0.1,,0,14.26,Efficient
0.71,710.5,269.5,220.5,3.5,5,0.1,5,0,13.89,Efficient
0.69,735,294,220.5,3.5,2,0.1,5,0,14.55,Efficient
0.69,735,294,220.5,3.5,3,0.1,,0,14.28,Efficient
0.69,735,294,220.5,3.5,4,0.1,,0,14.46,Efficient
0.69,735,294,220.5,3.5,5,0.1,,0,14.39,Efficient
0.66,759.5,318.5,220.5,3.5,2,0.1,,0,14.54,Efficient
0.66,759.5,318.5,220.5,3.5,3,0.1,5,0,14.81,Efficient
0.66,759.5,318.5,220.5,3.5,4,0.1,5,0,14.65,Efficient
0.66,759.5,318.5,220.5,3.5,5,0.1,5,0,14.87,Efficient
0.64,784,343,220.5,3.5,2,0.1,,0,19.24,Efficient
0.64,784,343,220.5,3.5,3,0.1,5,0,19.18,Efficient
0.64,784,343,220.5,3.5,4,0.1,,0,19.26,Efficient
0.64,784,343,220.5,3.5,5,0.1,5,0,19.29,Efficient
0.62,808.5,367.5,220.5,3.5,2,0.1,5,0,14.24,Efficient
0.62,808.5,367.5,220.5,3.5,3,0.1,,0,13.97,Efficient
0.62,808.5,367.5,220.5,3.5,4,0.1,,0,13.99,Efficient
0.62,808.5,367.5,220.5,3.5,5,0.1,,0,14.15,Efficient
0.98,514.5,294,110.25,7,2,0.25,,1,29.79,Inefficient
0.98,514.5,294,110.25,7,3,0.25,,1,29.79,Inefficient
0.98,514.5,294,110.25,7,4,0.25,,1,29.28,Inefficient
0.98,514.5,294,110.25,7,5,0.25,,1,29.49,Inefficient
0.9,563.5,318.5,122.5,7,2,0.25,,1,36.12,Inefficient
0.9,563.5,318.5,122.5,7,3,0.25,,1,33.17,Inefficient
0.9,563.5,318.5,122.5,7,4,0.25,1,1,32.71,Inefficient
0.9,563.5,318.5,122.5,7,5,0.25,1,1,37.58,Inefficient
0.86,588,294,147,7,2,0.25,,1,33.98,Inefficient
0.86,588,294,147,7,3,0.25,,1,28.61,Inefficient
0.86,588,294,147,7,4,0.25,,1,30.12,Inefficient
0.86,588,294,147,7,5,0.25,,1,34.73,Inefficient
0.82,612.5,318.5,147,7,2,0.25,,1,30.17,Inefficient
0.82,612.5,318.5,147,7,3,0.25,,1,27.84,Inefficient
0.82,612.5,318.5,147,7,4,0.25,1,1,27.25,Inefficient
0.82,612.5,318.5,147,7,5,0.25,,1,31.39,Inefficient
0.79,637,343,147,7,2,0.25,,1,43.8,Inefficient
0.79,637,343,147,7,3,0.25,,1,37.81,Inefficient
0.79,637,343,147,7,4,0.25,,1,36.85,Inefficient
0.79,637,343,147,7,5,0.25,,1,45.52,Inefficient
0.76,661.5,416.5,122.5,7,2,0.25,,1,36.85,Inefficient
0.76,661.5,416.5,122.5,7,3,0.25,,1,37.58,Inefficient
0.76,661.5,416.5,122.5,7,4,0.25,1,1,37.45,Inefficient
0.76,661.5,416.5,122.5,7,5,0.25,1,1,36.62,Inefficient
0.74,686,245,220.5,3.5,2,0.25,1,0,15.19,Efficient
0.74,686,245,220.5,3.5,3,0.25,,0,15.5,Efficient
0.74,686,245,220.5,3.5,4,0.25,,0,15.28,Efficient
0.74,686,245,220.5,3.5,5,0.25,,0,15.5,Efficient
0.71,710.5,269.5,220.5,3.5,2,0.25,,0,15.42,Efficient
0.71,710.5,269.5,220.5,3.5,3,0.25,,0,15.85,Efficient
0.71,710.5,269.5,220.5,3.5,4,0.25,,0,15.44,Efficient
0.71,710.5,269.5,220.5,3.5,5,0.25,,0,15.81,Efficient
0.69,735,294,220.5,3.5,2,0.25,,0,15.21,Efficient
0.69,735,294,220.5,3.5,3,0.25,,0,15.63,Efficient
0.69,735,294,220.5,3.5,4,0.25,,0,15.48,Efficient
0.69,735,294,220.5,3.5,5,0.25,,0,15.78,Efficient
0.66,759.5,318.5,220.5,3.5,2,0.25,,0,16.39,Efficient
0.66,759.5,318.5,220.5,3.5,3,0.25,,0,16.27,Efficient
0.66,759.5,318.5,220.5,3.5,4,0.25,,0,16.39,Efficient
0.66,759.5,318.5,220.5,3.5,5,0.25,1,0,16.19,Efficient
0.64,784,343,220.5,3.5,2,0.25,1,0,21.13,Efficient
0.64,784,343,220.5,3.5,3,0.25,1,0,21.19,Efficient
0.64,784,343,220.5,3.5,4,0.25,,0,21.09,Efficient
0.64,784,343,220.5,3.5,5,0.25,,0,21.08,Efficient
0.62,808.5,367.5,220.5,3.5,2,0.25,,0,15.77,Efficient
0.62,808.5,367.5,220.5,3.5,3,0.25,,0,15.95,Efficient
0.62,808.5,367.5,220.5,3.5,4,0.25,,0,15.77,Efficient
0.62,808.5,367.5,220.5,3.5,5,0.25,1,0,15.76,Efficient
0.98,514.5,294,110.25,7,2,0.25,2,1,29.62,Inefficient
0.98,514.5,294,110.25,7,3,0.25,2,1,29.69,Inefficient
0.98,514.5,294,110.25,7,4,0.25,2,1,30.18,Inefficient
0.98,514.5,294,110.25,7,5,0.25,,1,30.02,Inefficient
0.9,563.5,318.5,122.5,7,2,0.25,,1,35.56,Inefficient
0.9,563.5,318.5,122.5,7,3,0.25,,1,32.64,Inefficient
0.9,563.5,318.5,122.5,7,4,0.25,,1,32.77,Inefficient
0.9,563.5,318.5,122.5,7,5,0.25,,1,37.72,Inefficient
0.86,588,294,147,7,2,0.25,2,1,33.37,Inefficient
0.86,588,294,147,7,3,0.25,2,1,27.89,Inefficient
0.86,588,294,147,7,4,0.25,,1,29.9,Inefficient
0.86,588,294,147,7,5,0.25,2,1,34.52,Inefficient
0.82,612.5,318.5,147,7,2,0.25,2,1,28.27,Inefficient
0.82,612.5,318.5,147,7,3,0.25,2,1,26.96,Inefficient
0.82,612.5,318.5,147,7,4,0.25,,1,26.72,Inefficient
0.82,612.5,318.5,147,7,5,0.25,,1,29.88,Inefficient
0.79,637,343,147,7,2,0.25,,1,43.86,Inefficient
0.79,637,343,147,7,3,0.25,,1,37.41,Inefficient
0.79,637,343,147,7,4,0.25,,1,36.77,Inefficient
0.79,637,343,147,7,5,0.25,,1,45.97,Inefficient
0.76,661.5,416.5,122.5,7,2,0.25,,1,36.87,Inefficient
0.76,661.5,416.5,122.5,7,3,0.25,,1,37.35,Inefficient
0.76,661.5,416.5,122.5,7,4,0.25,,1,37.28,Inefficient
0.76,661.5,416.5,122.5,7,5,0.25,,1,36.81,Inefficient
0.74,686,245,220.5,3.5,2,0.25,,0,14.73,Efficient
0.74,686,245,220.5,3.5,3,0.25,,0,15.1,Efficient
0.74,686,245,220.5,3.5,4,0.25,,0,15.18,Efficient
0.74,686,245,220.5,3.5,5,0.25,,0,15.44,Efficient
0.71,710.5,269.5,220.5,3.5,2,0.25,,0,14.91,Efficient
0.71,710.5,269.5,220.5,3.5,3,0.25,,0,15.4,Efficient
0.71,710.5,269.5,220.5,3.5,4,0.25,,0,14.94,Efficient
0.71,710.5,269.5,220.5,3.5,5,0.25,,0,15.32,Efficient
0.69,735,294,220.5,3.5,2,0.25,,0,15.52,Efficient
0.69,735,294,220.5,3.5,3,0.25,2,0,15.85,Efficient
0.69,735,294,220.5,3.5,4,0.25,2,0,15.66,Efficient
0.69,735,294,220.5,3.5,5,0.25,2,0,15.99,Efficient
0.66,759.5,318.5,220.5,3.5,2,0.25,2,0,15.89,Efficient
0.66,759.5,318.5,220.5,3.5,3,0.25,2,0,15.85,Efficient
0.66,759.5,318.5,220.5,3.5,4,0.25,,0,16.22,Efficient
0.66,759.5,318.5,220.5,3.5,5,0.25,,0,15.87,Efficient
0.64,784,343,220.5,3.5,2,0.25,,0,20.47,Efficient
0.64,784,343,220.5,3.5,3,0.25,,0,20.56,Efficient
0.64,784,343,220.5,3.5,4,0.25,,0,20.48,Efficient
0.64,784,343,220.5,3.5,5,0.25,,0,20.43,Efficient
0.62,808.5,367.5,220.5,3.5,2,0.25,2,0,15.32,Efficient
0.62,808.5,367.5,220.5,3.5,3,0.25,2,0,15.64,Efficient
0.62,808.5,367.5,220.5,3.5,4,0.25,2,0,15.14,Efficient
0.62,808.5,367.5,220.5,3.5,5,0.25,,0,15.3,Efficient
0.98,514.5,294,110.25,7,2,0.25,,1,29.43,Inefficient
0.98,514.5,294,110.25,7,3,0.25,3,1,29.78,Inefficient
0.98,514.5,294,110.25,7,4,0.25,,1,30.1,Inefficient
0.98,514.5,294,110.25,7,5,0.25,,1,30.19,Inefficient
0.9,563.5,318.5,122.5,7,2,0.25,,1,36.35,Inefficient
0.9,563.5,318.5,122.5,7,3,0.25,,1,35.1,Inefficient
0.9,563.5,318.5,122.5,7,4,0.25,3,1,32.83,Inefficient
0.9,563.5,318.5,122.5,7,5,0.25,3,1,32.46,Inefficient
0.86,588,294,147,7,2,0.25,,1,33.52,Inefficient
0.86,588,294,147,7,3,0.25,3,1,32.93,Inefficient
0.86,588,294,147,7,4,0.25,3,1,28.38,Inefficient
0.86,588,294,147,7,5,0.25,,1,29.82,Inefficient
